order_number,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,state,state_name,us_region,lat,lon,budget
SO - 0008428,2017-05-28,Geiss Company,Wholesale,Product 25,9,214.4,1929.6000000000001,139.36,IA,Iowa,Midwest,42.03471,-93.61994,5342315.484
SO - 0009283,2017-05-28,Tambee Company,Export,Product 13,7,2458.9,17212.3,1254.039,TX,Texas,South,32.45451,-99.73815,3720639.645
SO - 0008615,2017-05-28,Realbridge Corp,Distributor,Product 3,12,2378.5,28542.0,1236.82,ID,Idaho,West,43.61211,-116.39151,2642352.432
SO - 0001183,2017-05-28,Topco Company,Distributor,Product 9,8,3979.8,31838.4,2865.456,CT,Connecticut,Northeast,41.310810000000004,-72.92495,710415.405
SO - 0006046,2017-05-28,SHISEIDO Ltd,Wholesale,Product 15,5,1835.8,9179.0,1542.072,VA,Virginia,South,36.72821,-76.58356,3299478.315
SO - 0007178,2017-05-28,Holston Company,Wholesale,Product 11,12,1058.6000000000001,12703.2,508.12800000000004,OR,Oregon,West,45.49428,-122.86705,1230458.484
SO - 0007299,2017-05-28,Buzzshare Company,Distributor,Product 1,7,1105.5,7738.5,906.51,MO,Missouri,Midwest,38.80033,-90.62651,3016489.209
SO - 0008730,2017-05-28,Zooxo Ltd,Distributor,Product 2,10,1172.5,11725.0,996.625,IL,Illinois,Midwest,40.11506,-88.27365,3050087.565
SO - 0009407,2017-05-28,Topiczoom Corp,Distributor,Product 16,9,3356.7000000000003,30210.300000000003,1779.0510000000002,AR,Arkansas,South,35.0887,-92.4421,2062061.144
SO - 0001645,2017-05-29,General Company,Export,Product 16,10,2479.0,24790.0,1462.61,IN,Indiana,Midwest,39.8716,-86.01156,2062061.144
SO - 0002183,2017-05-29,Eayo Company,Wholesale,Product 14,8,5882.6,47060.8,4176.646,FL,Florida,South,29.65163,-82.32483,4028698.4090000005
SO - 0003054,2017-05-29,Aibox Company,Distributor,Product 14,11,2318.2000000000003,25500.200000000004,1182.2820000000002,KY,Kentucky,South,38.25424,-85.75941,4028698.4090000005
SO - 0003225,2017-05-29,Oozz Group,Distributor,Product 25,5,1031.8,5159.0,567.49,MN,Minnesota,Midwest,45.09413,-93.35634,5342315.484
SO - 0005195,2017-05-29,Muxo Group,Wholesale,Product 26,8,1916.2,15329.6,1494.6360000000002,VA,Virginia,South,38.96872,-77.3411,5685138.2700000005
SO - 0008940,2017-05-29,Arbor Company,Distributor,Product 26,6,2278.0,13668.0,1321.24,FL,Florida,South,29.58497,-81.20784,5685138.2700000005
SO - 0009792,2017-05-29,Twimbo Company,Wholesale,Product 10,7,1809.0,12663.0,1139.67,IN,Indiana,Midwest,39.87632,-86.14291,864331.624
SO - 0009626,2017-05-29,Epic Group,Distributor,Product 13,11,201.0,2211.0,150.75,NY,New York,Northeast,42.65258,-73.75623,3720639.645
SO - 000741,2017-05-29,General Company,Wholesale,Product 23,9,864.3000000000001,7778.700000000001,691.44,MT,Montana,West,45.78329,-108.50069,1135815.7580000001
SO - 0002923,2017-05-29,Tagfeed Ltd,Distributor,Product 1,11,5520.8,60728.8,3698.936,IA,Iowa,Midwest,41.52364,-90.57764,3016489.209
SO - 0004453,2017-05-29,Zoonoodle Ltd,Wholesale,Product 20,5,1058.6000000000001,5293.000000000001,656.3320000000001,CA,California,West,33.20004,-117.24254,2067108.1199999999
SO - 0006881,2017-05-29,Kare Corp,Distributor,Product 25,12,1259.6000000000001,15115.2,516.436,GA,Georgia,South,33.76291,-84.42267,5342315.484
SO - 0007112,2017-05-29,Jabbercube Corp,Distributor,Product 21,6,3169.1,19014.6,2440.207,TX,Texas,South,30.63269,-97.67723,959899.2180000001
SO - 0009346,2017-05-29,CLINIQUE Ltd,Wholesale,Product 13,7,1011.7,7081.900000000001,839.711,MI,Michigan,Midwest,42.48948,-83.14465,3720639.645
SO - 0002637,2017-05-29,BB17 Company,Wholesale,Product 11,10,1025.1000000000001,10251.000000000002,533.0520000000001,WA,Washington,West,46.23958,-119.10057,1230458.484
SO - 0002813,2017-05-29,Centizu Company,Wholesale,Product 21,12,3946.3,47355.600000000006,1775.835,FL,Florida,South,29.13832,-80.99561,959899.2180000001
SO - 0003301,2017-05-29,Zooveo Company,Distributor,Product 5,9,1742.0,15678.0,1027.78,IL,Illinois,Midwest,41.71087,-87.75811,3925424.5420000004
SO - 0005504,2017-05-29,MEIJER Corp,Wholesale,Product 14,9,3966.4,35697.6,1586.5600000000002,NY,New York,Northeast,42.90339,-78.75475,4028698.4090000005
SO - 0006071,2017-05-29,CLINIQUE Ltd,Wholesale,Product 2,8,2659.9,21279.2,2260.915,IL,Illinois,Midwest,39.84031,-88.9548,3050087.565
SO - 0006399,2017-05-29,Geiss Company,Wholesale,Product 30,6,1333.3,7999.799999999999,1026.641,IL,Illinois,Midwest,41.948,-87.98061,1011609.684
SO - 0006889,2017-05-29,Skidoo Company,Wholesale,Product 2,9,2505.8,22552.2,1077.4940000000001,IL,Illinois,Midwest,41.59381,-88.19968,3050087.565
SO - 0009793,2017-05-29,Voolith Ltd,Distributor,Product 2,8,3839.1,30712.8,2648.979,IL,Illinois,Midwest,41.74917,-88.16202,3050087.565
SO - 0009361,2017-05-29,Vimbo Company,Wholesale,Product 18,11,1159.1000000000001,12750.100000000002,602.7320000000001,IL,Illinois,Midwest,39.84031,-88.9548,2309499.045
SO - 0009277,2017-05-29,Blogtags Ltd,Distributor,Product 25,6,3390.2000000000003,20341.2,1966.316,IL,Illinois,Midwest,42.03336,-87.8834,5342315.484
SO - 0008306,2017-05-29,Roomm Company,Wholesale,Product 16,9,1340.0,12060.0,978.1999999999999,MA,Massachusetts,Northeast,42.20668,-70.94585000000001,2062061.144
SO - 0002808,2017-05-29,Tekfly Group,Wholesale,Product 2,9,991.6,8924.4,694.12,OK,Oklahoma,South,34.60869,-98.39033,3050087.565
SO - 0004998,2017-05-29,Dazzlesphe Corp,Distributor,Product 6,12,911.2,10934.400000000001,537.608,IL,Illinois,Midwest,42.03336,-87.8834,1672229.416
SO - 0005539,2017-05-29,Eidel Corp,Wholesale,Product 25,9,830.8000000000001,7477.200000000001,689.5640000000001,FL,Florida,South,29.1872,-82.14009,5342315.484
SO - 0010380,2017-05-29,Accudial Company,Wholesale,Product 29,8,221.1,1768.8,119.394,FL,Florida,South,29.58497,-81.20784,594471.5700000001
SO - 0009318,2017-05-29,CARDINAL Group,Distributor,Product 6,6,268.0,1608.0,171.52,FL,Florida,South,25.72149,-80.26838,1672229.416
SO - 000483,2017-05-29,Camido Company,Distributor,Product 1,12,864.3000000000001,10371.6,700.0830000000001,TX,Texas,South,31.88378,-102.34106,3016489.209
SO - 0002225,2017-05-29,Cantrell Company,Wholesale,Product 18,7,1869.3,13085.1,1084.194,CA,California,West,33.83585,-118.34063,2309499.045
SO - 0003029,2017-05-29,Safecor Corp,Distributor,Product 16,11,1929.6000000000001,21225.600000000002,1022.6880000000001,OK,Oklahoma,South,35.22257,-97.43948,2062061.144
SO - 0004177,2017-05-29,Cantrell Company,Wholesale,Product 30,10,1896.1000000000001,18961.0,1004.9330000000001,NV,Nevada,West,36.02525,-115.24194,1011609.684
SO - 0006714,2017-05-29,State Ltd,Distributor,Product 25,11,830.8000000000001,9138.800000000001,548.3280000000001,CA,California,West,33.88863,-117.81311,5342315.484
SO - 0008889,2017-05-29,Colgate-Pa Group,Wholesale,Product 9,6,1239.5,7437.0,607.355,NC,North Carolina,South,35.78088,-78.81327,710415.405
SO - 0010543,2017-05-29,Neutrogena Ltd,Distributor,Product 14,9,6003.2,54028.799999999996,2401.28,IN,Indiana,Midwest,41.13925,-85.05898,4028698.4090000005
SO - 000230,2017-05-29,GOOD Ltd,Wholesale,Product 24,5,261.3,1306.5,112.35900000000001,NC,North Carolina,South,35.22709,-80.84313,756557.97
SO - 000561,2017-05-29,Zooveo Company,Wholesale,Product 13,7,1206.0,8442.0,663.3000000000001,IN,Indiana,Midwest,41.13925,-85.05898,3720639.645
SO - 0001833,2017-05-29,GOOD Ltd,Wholesale,Product 2,10,1065.3,10653.0,564.609,NY,New York,Northeast,40.80049,-73.51056,3050087.565
SO - 0007600,2017-05-29,Natures Group,Distributor,Product 7,5,3651.5,18257.5,2409.9900000000002,IN,Indiana,Midwest,39.87632,-86.14291,889737.555
SO - 0008741,2017-05-29,Fivebridge Ltd,Wholesale,Product 8,8,904.5,7236.0,750.735,UT,Utah,West,40.56217,-111.92966,1085037.3290000001
SO - 0009293,2017-05-29,Camido Company,Wholesale,Product 1,8,3966.4,31731.2,2300.5119999999997,CA,California,West,34.08529,-117.9609,3016489.209
SO - 0008626,2017-05-29,Accord Group,Export,Product 6,5,1078.7,5393.5,852.1730000000001,FL,Florida,South,28.5641,-81.2114,1672229.416
SO - 0008791,2017-05-29,Vimbo Company,Wholesale,Product 3,12,3484.0,41808.0,2160.08,SC,South Carolina,South,34.92487,-81.02508,2642352.432
SO - 0001085,2017-05-30,Mydeo Ltd,Wholesale,Product 4,11,1768.8,19456.8,707.52,MA,Massachusetts,Northeast,42.35843,-71.05977,2885560.824
SO - 0004870,2017-05-30,EMD Group,Distributor,Product 27,5,2840.8,14204.0,2045.376,NJ,New Jersey,Northeast,40.77955,-74.02375,964940.2310000001
SO - 0005043,2017-05-30,Cadila Ltd,Distributor,Product 18,10,897.8000000000001,8978.0,466.85600000000005,CA,California,West,33.98168,-118.22507,2309499.045
SO - 0005825,2017-05-30,Livepath Corp,Distributor,Product 3,12,1889.4,22672.800000000003,906.912,CA,California,West,34.00944,-118.10528,2642352.432
SO - 0010048,2017-05-30,Vimbo Company,Distributor,Product 25,5,5540.900000000001,27704.500000000004,2437.996,MO,Missouri,Midwest,37.19415,-93.2913,5342315.484
SO - 0008457,2017-05-30,Cantrell Company,Distributor,Product 25,8,1922.9,15383.2,999.9080000000001,OH,Ohio,Midwest,41.45282,-82.18237,5342315.484
SO - 000213,2017-05-30,Zoomdog Corp,Wholesale,Product 16,7,1715.2,12006.4,857.6,WA,Washington,West,47.67399,-122.12151,2062061.144
SO - 000828,2017-05-30,Geiss Company,Wholesale,Product 1,5,1916.2,9581.0,1015.5860000000001,IN,Indiana,Midwest,39.95559,-86.01387,3016489.209
SO - 000830,2017-05-30,Actavis Company,Wholesale,Product 14,6,2251.2000000000003,13507.2,1710.9120000000003,VA,Virginia,South,37.55376,-77.46026,4028698.4090000005
SO - 0001488,2017-05-30,Skajo Ltd,Wholesale,Product 5,12,1862.6000000000001,22351.2,1527.332,VA,Virginia,South,36.72821,-76.58356,3925424.5420000004
SO - 0002307,2017-05-30,Browsebug Company,Export,Product 19,11,167.5,1842.5,78.725,IL,Illinois,Midwest,39.79106,-89.64457,1645841.6
SO - 0003437,2017-05-30,Blogspan Ltd,Wholesale,Product 1,8,1051.9,8415.2,715.2920000000001,NC,North Carolina,South,35.05266,-78.87836,3016489.209
SO - 0006233,2017-05-30,Centizu Company,Distributor,Product 13,8,1011.7,8093.6,728.424,FL,Florida,South,25.8576,-80.27811,3720639.645
SO - 0006586,2017-05-30,Wordpedia Ltd,Distributor,Product 5,7,1025.1000000000001,7175.700000000001,420.29100000000005,MA,Massachusetts,Northeast,42.37649,-71.23561,3925424.5420000004
SO - 0007734,2017-05-30,Mita Corp,Export,Product 19,11,1956.4,21520.4,1565.1200000000001,TX,Texas,South,32.8343,-97.2289,1645841.6
SO - 0008084,2017-05-30,Linklinks Ltd,Distributor,Product 20,7,3959.7000000000003,27717.9,2930.1780000000003,IL,Illinois,Midwest,42.06521,-88.153,2067108.1199999999
SO - 0008298,2017-05-30,Flipbug Ltd,Export,Product 5,5,5098.7,25493.5,3365.142,IL,Illinois,Midwest,40.53839,-88.98528,3925424.5420000004
SO - 0001962,2017-05-30,Epic Group,Wholesale,Product 25,9,1051.9,9467.1,757.368,CA,California,West,34.1975,-119.17705,5342315.484
SO - 0002111,2017-05-30,Terumo Corp,Wholesale,Product 4,7,1842.5,12897.5,1197.625,IL,Illinois,Midwest,40.74495,-89.60964,2885560.824
SO - 0002949,2017-05-30,Neutrogena Ltd,Wholesale,Product 3,8,3906.1,31248.8,1601.501,CA,California,West,37.9577,-121.29078,2642352.432
SO - 0005223,2017-05-30,Pfizer Corp,Export,Product 16,7,2398.6,16790.2,1990.8379999999997,CA,California,West,34.06334,-117.65089,2062061.144
SO - 0006728,2017-05-30,Pacific Ltd,Wholesale,Product 25,7,3865.9,27061.3,2706.13,CA,California,West,37.72493,-122.15608,5342315.484
SO - 0008952,2017-05-30,Lazzy Group,Wholesale,Product 26,12,221.1,2653.2,172.458,CA,California,West,33.19587,-117.37948,5685138.2700000005
SO - 000236,2017-05-30,SHISEIDO Ltd,Export,Product 8,11,3999.9,43998.9,2359.941,WA,Washington,West,48.05176,-122.17708,1085037.3290000001
SO - 0003997,2017-05-30,Linkbuzz Ltd,Wholesale,Product 25,12,5701.7,68420.4,2850.85,LA,Louisiana,South,30.22409,-92.01984,5342315.484
SO - 0006140,2017-05-30,State Ltd,Wholesale,Product 14,8,2237.8,17902.4,1253.1680000000001,CA,California,West,36.96134,-120.06072,4028698.4090000005
SO - 0007646,2017-05-30,ALK-Abello Ltd,Distributor,Product 2,7,3886.0,27202.0,2914.5,CA,California,West,34.26945,-118.78148,3050087.565
SO - 0008176,2017-05-30,Yodoo Ltd,Distributor,Product 2,11,214.4,2358.4,124.35199999999999,IL,Illinois,Midwest,41.7543,-87.97753,3050087.565
SO - 0009372,2017-05-30,Golden Corp,Wholesale,Product 26,9,2338.3,21044.7,1286.0650000000003,NC,North Carolina,South,35.05266,-78.87836,5685138.2700000005
SO - 0002800,2017-05-30,Divanoodle Ltd,Wholesale,Product 26,6,1098.8,6592.799999999999,549.4,NC,North Carolina,South,36.07613,-79.4683,5685138.2700000005
SO - 0005971,2017-05-30,Cogilith Group,Distributor,Product 2,9,1112.2,10009.800000000001,800.784,CA,California,West,37.6391,-120.99688,3050087.565
SO - 0006327,2017-05-30,Accord Group,Wholesale,Product 3,6,4013.3,24079.800000000003,2929.7090000000003,CT,Connecticut,Northeast,41.27065,-72.94705,2642352.432
SO - 0009363,2017-05-30,Zoonder Group,Wholesale,Product 26,9,2278.0,20502.0,1161.78,FL,Florida,South,26.24453,-80.20644,5685138.2700000005
SO - 0009000,2017-05-30,Thoughtmix Ltd,Wholesale,Product 17,9,5313.1,47817.9,3028.467,CA,California,West,33.83585,-118.34063,2119616.824
SO - 000250,2017-05-30,Wordware Company,Wholesale,Product 13,11,3993.2000000000003,43925.200000000004,3314.356,CA,California,West,33.88863,-117.81311,3720639.645
SO - 000349,2017-05-30,Fivechat Company,Export,Product 5,8,1165.8,9326.4,827.718,CA,California,West,35.37329,-119.01871,3925424.5420000004
SO - 000693,2017-05-30,Gigabox Group,Wholesale,Product 18,5,5567.7,27838.5,3229.2659999999996,CA,California,West,34.69804,-118.13674,2309499.045
SO - 0001677,2017-05-30,US Ltd,Export,Product 14,5,3839.1,19195.5,2764.152,NJ,New Jersey,Northeast,40.50677,-74.26542,4028698.4090000005
SO - 0003080,2017-05-30,SHISEIDO Ltd,Wholesale,Product 26,11,1728.6000000000001,19014.600000000002,1175.448,CA,California,West,34.53611,-117.29116,5685138.2700000005
SO - 0003517,2017-05-30,Natures Group,Export,Product 29,10,1112.2,11122.0,934.248,OR,Oregon,West,44.56457,-123.26204,594471.5700000001
SO - 0003700,2017-05-30,Skyble Corp,Wholesale,Product 12,8,5413.6,43308.8,3735.384,TN,Tennessee,South,36.30477,-86.62,1356976.996
SO - 0005097,2017-05-30,Zoomzone Corp,Distributor,Product 4,12,2505.8,30069.600000000002,1954.5240000000001,MO,Missouri,Midwest,39.08547,-94.3521,2885560.824
SO - 0005760,2017-05-30,Wise Company,Wholesale,Product 6,7,2398.6,16790.2,1750.9779999999998,CT,Connecticut,Northeast,41.39733,-72.92223,1672229.416
SO - 0006359,2017-05-30,SAFEWAY Ltd,Wholesale,Product 30,5,1956.4,9782.0,1545.556,IL,Illinois,Midwest,41.77193,-88.09209,1011609.684
SO - 0008784,2017-05-30,BTA Corp,Distributor,Product 14,10,2398.6,23986.0,1631.048,AZ,Arizona,West,32.72532,-114.6244,4028698.4090000005
SO - 0009677,2017-05-30,Omba Group,Distributor,Product 5,8,757.1,6056.8,499.68600000000004,CT,Connecticut,Northeast,41.53678,-72.79454,3925424.5420000004
SO - 0010760,2017-05-30,Terumo Corp,Wholesale,Product 13,8,2311.5,18492.0,1525.5900000000001,CA,California,West,34.05223,-118.24368,3720639.645
SO - 000689,2017-05-31,Gigabox Group,Wholesale,Product 2,7,884.4,6190.8,566.016,TX,Texas,South,32.83707,-97.08195,3050087.565
SO - 0003739,2017-05-31,Geiss Company,Wholesale,Product 2,10,167.5,1675.0,110.55000000000001,NY,New York,Northeast,40.63396,-73.6091,3050087.565
SO - 0004601,2017-05-31,Eayo Company,Wholesale,Product 24,8,1125.6000000000001,9004.800000000001,574.056,CA,California,West,33.78779,-117.85311,756557.97
SO - 0005750,2017-05-31,Flipstorm Group,Distributor,Product 3,5,1058.6000000000001,5293.000000000001,624.5740000000001,NC,North Carolina,South,35.40875,-80.57951,2642352.432
SO - 0010009,2017-05-31,Tagfeed Ltd,Export,Product 1,9,783.9,7055.099999999999,509.535,VA,Virginia,South,37.27097,-79.94143,3016489.209
SO - 0010055,2017-05-31,Mydeo Ltd,Wholesale,Product 20,10,227.8,2278.0,95.676,NJ,New Jersey,Northeast,39.99426,-74.16615,2067108.1199999999
SO - 0003087,2017-05-31,Gabvine Ltd,Distributor,Product 14,8,1695.1000000000001,13560.800000000001,915.3540000000002,UT,Utah,West,40.59161,-111.8841,4028698.4090000005
SO - 0004406,2017-05-31,Roberts Company,Wholesale,Product 26,8,2398.6,19188.8,1295.2440000000001,IN,Indiana,Midwest,37.97476,-87.55585,5685138.2700000005
SO - 0004854,2017-05-31,Zoomzone Corp,Export,Product 19,7,1118.9,7832.300000000001,760.8520000000001,CA,California,West,33.52253,-117.70755,1645841.6
SO - 0005382,2017-05-31,Deseret Group,Wholesale,Product 14,9,5956.3,53606.700000000004,4467.225,MI,Michigan,Midwest,42.21368,-83.59918,4028698.4090000005
SO - 0009700,2017-05-31,Twinte Group,Wholesale,Product 15,5,194.3,971.5,102.97900000000001,IA,Iowa,Midwest,41.54994,-93.78135,3299478.315
SO - 0001800,2017-05-31,Roomm Company,Distributor,Product 13,6,180.9,1085.4,130.248,UT,Utah,West,40.60967,-111.9391,3720639.645
SO - 0002771,2017-05-31,Family Corp,Wholesale,Product 8,7,5205.900000000001,36441.3,4372.956,MN,Minnesota,Midwest,44.8408,-93.29828,1085037.3290000001
SO - 0003014,2017-05-31,Wise Company,Export,Product 16,8,3289.7000000000003,26317.600000000002,2039.6140000000003,NJ,New Jersey,Northeast,40.07706,-74.20037,2062061.144
SO - 0007567,2017-05-31,American Corp,Wholesale,Product 9,5,1105.5,5527.5,729.63,MD,Maryland,South,38.98067,-77.10026,710415.405
SO - 0001652,2017-05-31,Rhynoodle Ltd,Distributor,Product 11,10,2706.8,27068.0,1651.1480000000001,FL,Florida,South,27.90947,-82.78732,1230458.484
SO - 0007904,2017-05-31,Aldi Ltd,Export,Product 2,7,187.6,1313.2,123.816,WA,Washington,West,47.30377,-122.21,3050087.565
SO - 0008424,2017-05-31,Oozz Group,Wholesale,Product 6,9,3832.4,34491.6,2069.496,MD,Maryland,South,39.17316,-77.27165,1672229.416
SO - 0008431,2017-05-31,Centizu Company,Distributor,Product 4,7,2606.3,18244.100000000002,1172.835,IL,Illinois,Midwest,41.86614,-88.10701,2885560.824
SO - 0001121,2017-05-31,Ascend Ltd,Distributor,Product 25,6,6117.1,36702.600000000006,4343.141,CT,Connecticut,Northeast,41.7607,-72.60765,5342315.484
SO - 0003983,2017-05-31,Skyvu Group,Distributor,Product 25,11,3209.3,35302.3,1347.906,IL,Illinois,Midwest,41.68178,-88.20282,5342315.484
SO - 0004427,2017-05-31,SEINDNI Corp,Wholesale,Product 26,10,2974.8,29748.0,1665.8880000000001,FL,Florida,South,27.04422,-82.23593,5685138.2700000005
SO - 0006582,2017-05-31,Camido Company,Export,Product 26,12,1822.4,21868.800000000003,1093.44,NJ,New Jersey,Northeast,40.50399,-74.34941,5685138.2700000005
SO - 0008010,2017-05-31,Rochester Group,Wholesale,Product 3,5,3912.8,19564.0,2856.344,IN,Indiana,Midwest,39.58265,-86.095,2642352.432
SO - 0009382,2017-05-31,Twinte Group,Wholesale,Product 13,11,1728.6000000000001,19014.600000000002,1175.448,CA,California,West,33.20004,-117.24254,3720639.645
SO - 000834,2017-05-31,Skyble Corp,Wholesale,Product 23,6,3618.0,21708.0,1447.2,OH,Ohio,Midwest,39.72765,-84.03425,1135815.7580000001
SO - 0001607,2017-05-31,Feednation Corp,Wholesale,Product 22,9,2666.6,23999.399999999998,1999.9499999999998,IN,Indiana,Midwest,39.96548,-86.14837,663601.902
SO - 0001691,2017-05-31,Muxo Group,Distributor,Product 16,5,1025.1000000000001,5125.500000000001,768.825,TX,Texas,South,30.51457,-97.81922,2062061.144
SO - 0002492,2017-05-31,Snaptags Ltd,Export,Product 26,5,2224.4,11122.0,1201.1760000000002,CA,California,West,34.57943,-118.11646,5685138.2700000005
SO - 0005357,2017-05-31,Holston Company,Distributor,Product 13,8,1085.4,8683.2,759.78,CA,California,West,37.48522,-122.23635,3720639.645
SO - 0006738,2017-05-31,Holston Company,Distributor,Product 3,5,1996.6000000000001,9983.0,1078.1640000000002,AZ,Arizona,West,33.53865,-112.18599,2642352.432
SO - 0007837,2017-05-31,Flipbug Ltd,Wholesale,Product 29,11,2546.0,28006.0,1171.16,IA,Iowa,Midwest,41.72971,-93.60577,594471.5700000001
SO - 0009985,2017-05-31,Walgreen Corp,Wholesale,Product 9,5,6425.3,32126.5,3662.421,IN,Indiana,Midwest,39.96392,-85.92802,710415.405
SO - 0001718,2017-06-01,Aveda Group,Export,Product 4,10,2680.0,26800.0,2224.4,TX,Texas,South,26.30174,-98.16334,2885560.824
SO - 0003299,2017-06-01,WOCKHARDT Group,Wholesale,Product 7,6,241.20000000000002,1447.2,151.95600000000002,UT,Utah,West,40.76078,-111.89105,889737.555
SO - 0003603,2017-06-01,Mycone Ltd,Wholesale,Product 10,9,964.8000000000001,8683.2,501.696,NY,New York,Northeast,43.01164,-78.75715,864331.624
SO - 0005081,2017-06-01,Accord Group,Wholesale,Product 30,5,3979.8,19899.0,2467.476,GA,Georgia,South,34.03945,-84.35095,1011609.684
SO - 0006866,2017-06-01,Omba Group,Distributor,Product 2,7,261.3,1829.1000000000001,209.04000000000002,MI,Michigan,Midwest,42.59034,-82.91695,3050087.565
SO - 0007110,2017-06-01,Fivebridge Ltd,Distributor,Product 16,7,3973.1,27811.7,2383.8599999999997,AZ,Arizona,West,33.30616,-111.84125,2062061.144
SO - 0004634,2017-06-01,Liberty Group,Distributor,Product 18,12,1936.3,23235.6,1568.403,CA,California,West,38.67796,-121.17606,2309499.045
